900221218883858433,"#SoundCloud #CheckMeOut #LinkInMyBio 💯💯💯💯💯🔩💙 @ Houston, Texas https://t.co/v3O7wZl8KW",texas,Wed Aug 23 00:00:38 CDT 2017,"29.7629,-95.3832",DjRed_ScrewedUp,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward
900221442972844036,Praise and Worship with Jesus Culture at the OUTCRY Concert. 🙌🏼🎸🎼🎤🥁 #jesusculture… https://t.co/NzDP5pq5p7,praise worship jesus culture outcry concert,Wed Aug 23 00:01:31 CDT 2017,"29.59383214,-95.19059351",cesarxcastillo,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
900221490368479232,"I'm me, Xo , you gone always get me an nobody else, so if u want somebody or something else, I'm… https://t.co/QknmxnTB5m",always get nobody else want somebody something else,Wed Aug 23 00:01:43 CDT 2017,"29.7629,-95.3832",XOontheBEAT,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",17,South Belt / Ellington
900222123817541634,Late post 🤗 had this before Ieft to go inside MMP - Drinking an Obsidian Stout @ Eighteen Twenty - https://t.co/ft2kBMnIvh #photo,late post ieft inside mmp drinking obsidian stout twenty,Wed Aug 23 00:04:14 CDT 2017,"29.7584,-95.3525",hardr44,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
900222735380602881,"Amen! Thank you #pastorjohngray #ItsMeAmberShaw #radiopersonality @ Houston, Texas https://t.co/FDJ8YUOES8",amen thank texas,Wed Aug 23 00:06:40 CDT 2017,"29.7629,-95.3832",ItsmeAmberShaw,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward
900223235714887684,🤠 mjennifergia #regram • • • Come party with your favorite all weekend long @WhiskeyRiverHou 💋 @… https://t.co/w1YWArs1qk,mjennifergia come party favorite weekend long whiskeyriverhou,Wed Aug 23 00:08:39 CDT 2017,"29.96222212,-95.54466775",WhiskeyRiverHou,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
900223297811607552,South Houston ride.  #alwaysbecycling #fuckcarsgobike #cyxling #southhoustonbikeride #trackbike… https://t.co/hoBKMOywjJ,south houston ride,Wed Aug 23 00:08:54 CDT 2017,"29.6611,-95.2297",Andrus82Chris,South Houston,"South Houston, TX","(29.650964,-95.249558),(29.670399,-95.249558),(29.670399,-95.20787),(29.650964,-95.20787),",30,Downtown
900224265068433410,"Just posted a photo @ Houston, Texas https://t.co/vlnrw6zldp",post photo texas,Wed Aug 23 00:12:44 CDT 2017,"29.7629,-95.3832",ItsmeAmberShaw,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
900224311126106112,LET'S. GET SAVAGE 832-989-7350 #katyfitnesz #monstawarrior #crossfit #trainhard #strongman… https://t.co/8NyxJ4K8Zg,let get savage,Wed Aug 23 00:12:55 CDT 2017,"29.73563317,-95.49816257",monstawarrior,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward
900224392164253696,"Just posted a photo @ Houston, Texas https://t.co/Zvvbtkywke",post photo texas,Wed Aug 23 00:13:15 CDT 2017,"29.7629,-95.3832",LeRoyTheLobster,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
900224997138059264,"Models need to eat too.  ""Always Hungry"" thank you @dominos  . . #theleilalewis #potd… https://t.co/Ty5dapWXsQ",model need eat always hungry thank dominos,Wed Aug 23 00:15:39 CDT 2017,"29.7629,-95.3832",theleilalewis,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",58,Willowbrook
900225451708338176,"#Schoolsinsession so #Greeks don't miss out on #Booking your visual recaps, #GreekShows, &… https://t.co/8vHT83vbph",dont miss visual recap,Wed Aug 23 00:17:27 CDT 2017,"29.76609506,-95.35950699",Vision4Pro,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
900225457953677314,"We're #hiring! Click to apply: EXECUTIVE CHEF - https://t.co/OHOzSefwpl #Hospitality #Houston, TX #Job #Jobs",click apply executive chef,Wed Aug 23 00:17:29 CDT 2017,"29.7604267,-95.3698028",CompassJobBoard,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
900227039504060416,"Collected all 7 and had them mailed to the 👌 @ Third Ward, Houston https://t.co/3IWD18gmgQ",collect mail ward houston,Wed Aug 23 00:23:46 CDT 2017,"29.73,-95.36",JubilantBlake,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward
900227713524539393,"GOODNIGHT!.....OAN you know who you are! 😡 @ Houston, Texas https://t.co/g3Uh00uBx5",goodnightoan know texas,Wed Aug 23 00:26:26 CDT 2017,"29.7629,-95.3832",infamousreaux,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
900227760249032705,"We're #hiring! Click to apply: P&D DRIVER - https://t.co/xEGbfLIo4w #Transportation #Houston, TX #Job #Jobs",click apply driver,Wed Aug 23 00:26:38 CDT 2017,"29.6305783,-95.2956777",SEFLCareers,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",22,Mid West
900228551793934337,I swear this is my shit right here @Dbando_msmg #Moneyorfame #Doubted2 #seeyouwithnothing… https://t.co/0bus5aeCAD,swear shit right dbandomsmg,Wed Aug 23 00:29:46 CDT 2017,"29.7629,-95.3832",HOUSTONHONEYPEE,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
900228865322307584,Hell nah RT @ohnoameerah: Yes https://t.co/iHmVLCXET4,hell nah ohnoameerah yes,Wed Aug 23 00:31:01 CDT 2017,"29.746919,-95.365136",WinkWestwood,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward
