902033187009736704,"Lost some things but overall safe! 🙏🙏🙏 #HurricaneHarvey #Day3 @ Northside - Northline, Houston https://t.co/OQO5fvWnwZ",lost things overall safe northline houston,Mon Aug 28 00:00:45 CDT 2017,"29.85399871,-95.38207075",JTrillDaHitman,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",55,Northside/Northline,safe,1
902033585124888576,Some of mo city under mandatory evacuation,city mandatory evacuation,Mon Aug 28 00:02:20 CDT 2017,"29.63963964,-95.50563573",_ClutchCity,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",80,Greater Third Ward,,0
902034166367354880,We are one of the most #resilient cities in #America and we will show that we come together and… https://t.co/xeNLZ8Rcwn,one city show come together,Mon Aug 28 00:04:38 CDT 2017,"29.7629,-95.3832",ShotByWiz,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",66,Brays Oaks,,0
902034388556423169,"djrakuttz@youtube.com #pressplay @ Third Ward, Houston https://t.co/4QZVFujJPl",djrakuttzyoutubecom ward houston,Mon Aug 28 00:05:31 CDT 2017,"29.73,-95.36",RasoolDMessenga,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",30,Downtown,,0
902034527366684672,Hurricane Harvey will be a very devastating disaster. I hope… https://t.co/vrGcd5h6x4,hurricane harvey devastate disaster hope,Mon Aug 28 00:06:04 CDT 2017,"29.7629,-95.3832",rita_benniss,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward,,0
902034718618656768,"@paulwallbaby #thankyou @ Houston, Texas https://t.co/ivkiB4kXNd",paulwallbaby texas,Mon Aug 28 00:06:50 CDT 2017,"29.7629,-95.3832",djbuddhaTX,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward,,0
902035260191391744,9 trillion... that's TRILLION gallons of water have fallen... with more to come #hurricaneharvey… https://t.co/z4RsDzhbvS,trillion thats trillion gallon water fall come,Mon Aug 28 00:08:59 CDT 2017,"29.9689,-95.6969",JBARH,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",80,Greater Third Ward,water,1
902035592791261184,😰🏋🏿🏋🏿 training camp to relieve stress from this 🌪🌪🌪🌊🌊🌊☔️☔️☔️☔️☔️ #fitness #fit #fitgirls… https://t.co/JTf6ayy8Ru,training camp relieve stress,Mon Aug 28 00:10:18 CDT 2017,"29.6441622,-95.46883106",burrle5,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward,,0
902036189816823808,"Ah, this was part I. I do things backwards, lol. Hurricane flow.  Song: ""Sakura"" Artist: KRANE &… https://t.co/vFtCx80cs5",part things backwards lol hurricane flow song sakura artist krane,Mon Aug 28 00:12:41 CDT 2017,"29.7629,-95.3832",kvflowmar,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward,,0
902036326618472452,Prayers are going out to Houston 🙏🏾🙏🏾🙏🏾 it's really bad down south right now!   #prayforhouston… https://t.co/lxfu6KUVtB,prayer going houston really bad south right,Mon Aug 28 00:13:13 CDT 2017,"29.7629,-95.3832",itsbcfoo,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",19,Meadowbrook / Allendale,,0
