DjRed_ScrewedUp,"#SoundCloud #CheckMeOut #LinkInMyBio 💯💯💯💯💯🔩💙 @ Houston, Texas https://t.co/v3O7wZl8KW",1,Fourth Ward,0823,00,,0,0
XOontheBEAT,"I'm me, Xo , you gone always get me an nobody else, so if u want somebody or something else, I'm… https://t.co/QknmxnTB5m",17,South Belt / Ellington,0823,00,,0,0
ItsmeAmberShaw,"Amen! Thank you #pastorjohngray #ItsMeAmberShaw #radiopersonality @ Houston, Texas https://t.co/FDJ8YUOES8",1,Fourth Ward,0823,00,,0,0
Andrus82Chris,South Houston ride.  #alwaysbecycling #fuckcarsgobike #cyxling #southhoustonbikeride #trackbike… https://t.co/hoBKMOywjJ,30,Downtown,0823,00,,0,0
monstawarrior,LET'S. GET SAVAGE 832-989-7350 #katyfitnesz #monstawarrior #crossfit #trainhard #strongman… https://t.co/8NyxJ4K8Zg,1,Fourth Ward,0823,00,,0,0
theleilalewis,"Models need to eat too.  ""Always Hungry"" thank you @dominos  . . #theleilalewis #potd… https://t.co/Ty5dapWXsQ",58,Willowbrook,0823,00,need,1,1
JubilantBlake,"Collected all 7 and had them mailed to the 👌 @ Third Ward, Houston https://t.co/3IWD18gmgQ",1,Fourth Ward,0823,00,,0,0
SEFLCareers,"We're #hiring! Click to apply: P&D DRIVER - https://t.co/xEGbfLIo4w #Transportation #Houston, TX #Job #Jobs",22,Mid West,0823,00,,0,0
WinkWestwood,Hell nah RT @ohnoameerah: Yes https://t.co/iHmVLCXET4,1,Fourth Ward,0823,00,,0,0
RasoolDMessenga,5812 Cullen 35% #special $90 around!!! Where you get the #ROYAL treatment!! #lifetimewarranty… https://t.co/dmhjqOKqzk,1,Fourth Ward,0823,00,,0,0
djgriffinmusic,Getting ready for the show!! #music #musician #gig #giglife #dj #djlife @ The Flat https://t.co/S8H2Ijk8sT,30,Downtown,0823,00,,0,0
BLifeAftonOaks,"2207 Bancroft St #1406, Houston, TX 77027, $1,199,000 3 beds, 3 baths https://t.co/yoNYTfR0qB",30,Downtown,0823,00,,0,0
BLifeAlief,"6666 Westwick Dr, Houston, TX 77072, $119,990 3 beds, 2 baths https://t.co/4HPfMLnY5N",80,Greater Third Ward,0823,00,,0,0
BLifeHumble,"9810 Clanton Pines Dr, Humble, TX 77396, $189,900 3 beds, 2 baths https://t.co/neFYB5H8LU",1,Fourth Ward,0823,00,,0,0
JonAgCM,Still Comes Back Beige...  Just #FollowTheSmell🙏💦🍜🔥💯 TO 🔥3822 Old Spanish Trail🔥 ⛳ WALGREEN'S… https://t.co/gXiuzY8IYr,4,Greater Hobby Area,0823,00,trail,1,1
JCI_Jobs,"We're #hiring! Click to apply: Service Technician IV - https://t.co/IXmthzugsN #SkilledTrade #Houston, TX #Job #Jobs",1,Fourth Ward,0823,01,service,1,1
IASISCareers,"Interested in a #job in #Houston, TX? This could be a great fit: https://t.co/dGTzu1FpH2 #MyHospital… https://t.co/iOZYPUdz8Y",30,Downtown,0823,01,,0,0
tattoosbydago,WHILE HEALING THE PROPER CARE OF A TATTOO WILL DETERMINE HOW A TATTOO TURNS OUT. PERSONAL… https://t.co/lqez5qQ85N,30,Downtown,0823,01,,0,0
DONETHACHOSEN,Respect Is Earned! Now Go Get You Sum! @ Yabbys Sports Bar and Grill https://t.co/zgJSiP9uyc,1,Fourth Ward,0823,01,,0,1
tattoosbydago,WHILE HEALING THE PROPER CARE OF A TATTOO WILL DETERMINE HOW A TATTOO TURNS OUT. PERSONAL… https://t.co/b1YuONCy7d,88,Neartown - Montrose,0823,01,,0,0
djfreddyb,Check out this events with djfreddyb  & @djfreddyb live from pecangrovepcc arcodoro… https://t.co/J0BVN0aANc,54,Acres Home,0823,01,,0,0
tattoosbydago,WHILE HEALING THE PROPER CARE OF A TATTOO WILL DETERMINE HOW A TATTOO TURNS OUT. PERSONAL… https://t.co/tXe5943t5K,86,Afton Oaks / River Oaks Area,0823,01,,0,0
tattoosbydago,WHILE HEALING THE PROPER CARE OF A TATTOO WILL DETERMINE HOW A TATTOO TURNS OUT. PERSONAL… https://t.co/cQZPTQAiVE,88,Neartown - Montrose,0823,01,,0,0
tattoosbydago,WHILE HEALING THE PROPER CARE OF A TATTOO WILL DETERMINE HOW A TATTOO TURNS OUT. PERSONAL… https://t.co/0eOQtQl5By,71,Alief,0823,01,,0,0
tattoosbydago,WHILE HEALING THE PROPER CARE OF A TATTOO WILL DETERMINE HOW A TATTOO TURNS OUT. PERSONAL… https://t.co/cS1LLkoR7Q,70,Westchase,0823,01,,0,0
tattoosbydago,WHILE HEALING THE PROPER CARE OF A TATTOO WILL DETERMINE HOW A TATTOO TURNS OUT. PERSONAL… https://t.co/qceGUMkL2v,62,Macgregor,0823,01,,0,0
tattoosbydago,WHILE HEALING THE PROPER CARE OF A TATTOO WILL DETERMINE HOW A TATTOO TURNS OUT. PERSONAL… https://t.co/NIXrcVHm7S,18,Ost / South Union,0823,01,,0,0
tattoosbydago,WHILE HEALING THE PROPER CARE OF A TATTOO WILL DETERMINE HOW A TATTOO TURNS OUT. PERSONAL… https://t.co/D4F9z8uWdL,1,Fourth Ward,0823,01,,0,1
tattoosbydago,WHILE HEALING THE PROPER CARE OF A TATTOO WILL DETERMINE HOW A TATTOO TURNS OUT. PERSONAL… https://t.co/p3XCT0CpSo,30,Downtown,0823,01,,0,0
tattoosbydago,WHILE HEALING THE PROPER CARE OF A TATTOO WILL DETERMINE HOW A TATTOO TURNS OUT. PERSONAL… https://t.co/T3DVFaVdGT,29,Independence Heights,0823,01,,0,1
tattoosbydago,WHILE HEALING THE PROPER CARE OF A TATTOO WILL DETERMINE HOW A TATTOO TURNS OUT. PERSONAL… https://t.co/LFmfGYC4Rp,30,Downtown,0823,01,,0,0
tattoosbydago,WHILE HEALING THE PROPER CARE OF A TATTOO WILL DETERMINE HOW A TATTOO TURNS OUT. PERSONAL… https://t.co/V58UnWAAp8,29,Independence Heights,0823,01,,0,1
kyleetijamo,"Meanwhile in CfuckingNN, while the president is telling something :) @ Westchase District https://t.co/AMaooB4oJi",29,Independence Heights,0823,01,,0,1
HassanjJordan,Me and Bae paid our support to my cuz tonight @ImJarra_ she did real good love you big cuz… https://t.co/xfhP6GBn4l,29,Independence Heights,0823,01,support,1,1
HassanjJordan,My cousin @ImJarra_ did so good on her performance tonight 😘😘😘❤️❤️❤️❤️😄💯💯💯 @ Post Lounge https://t.co/oUJiWY8OyB,29,Independence Heights,0823,02,,0,0
tattoosbydago,DAGO @tattoosbydago #tattooed #tupac #nametattoos  #thuglife #stomachtattoo #facetattoos… https://t.co/pjIIKxB4CH,29,Independence Heights,0823,02,,0,0
tattoosbydago,DAGO @tattoosbydago #tattooed #tupac #nametattoos  #thuglife #stomachtattoo #facetattoos… https://t.co/Sfl7zUwmyF,29,Independence Heights,0823,02,,0,0
tattoosbydago,DAGO @tattoosbydago #tattooed #tupac #nametattoos  #thuglife #stomachtattoo #facetattoos… https://t.co/yFzreWd8va,72,Pecan Park,0823,02,,0,0
tattoosbydago,DAGO @tattoosbydago #tattooed #tupac #nametattoos  #thuglife #stomachtattoo #facetattoos… https://t.co/F2nS10K98I,1,Fourth Ward,0823,02,,0,0
IASISCareers,"Want to work at St. Joseph Medical Center? We're #hiring in #Houston, TX! Click for details:… https://t.co/cHUrczRRcj",29,Independence Heights,0823,02,,0,0
MedExpressJobs,"This #job might be a great fit for you: Independent Physician Assistant, Urgent Care Specialist - https://t.co/UXTMFpcu1X #MD #Healthcare",13,Greater Greenspoint,0823,02,,0,0
tattoosbydago,DAGO @tattoosbydago #tattooed #tupac #nametattoos  #thuglife #stomachtattoo #facetattoos… https://t.co/PEedPbWOc5,29,Independence Heights,0823,02,,0,0
tattoosbydago,DAGO @tattoosbydago #tattooed #tupac #nametattoos  #thuglife #stomachtattoo #facetattoos… https://t.co/Gds5QetGgy,30,Downtown,0823,02,,0,0
tattoosbydago,DAGO @tattoosbydago #tattooed #tupac #nametattoos  #thuglife #stomachtattoo #facetattoos… https://t.co/jXd4A9rRIJ,29,Independence Heights,0823,02,,0,0
tattoosbydago,DAGO @tattoosbydago #tattooed #tupac #nametattoos  #thuglife #stomachtattoo #facetattoos… https://t.co/v8sDhnyYr3,29,Independence Heights,0823,02,,0,0
tattoosbydago,DAGO @tattoosbydago #tattooed #tupac #nametattoos  #thuglife #stomachtattoo #facetattoos… https://t.co/2tdkZybO5I,1,Fourth Ward,0823,02,,0,0
tattoosbydago,DAGO @tattoosbydago #tattooed #tupac #nametattoos  #thuglife #stomachtattoo #facetattoos… https://t.co/WMPcPZ5YOF,29,Independence Heights,0823,02,,0,0
RRDJobs,"Want to work at RR Donnelley? We're #hiring in #Houston, TX! Click for details: https://t.co/W4VoT4le4b #publishing #IT #Job #Jobs",29,Independence Heights,0823,02,,0,0
tattoosbydago,ITS THE LAW WHILE HEALING THE PROPER CARE OF A TATTOO WILL DETERMINE HOW A TATTOO TURNS OUT.… https://t.co/oZHbexSWEd,29,Independence Heights,0823,03,,0,0
fucksmitty,"This song sucks @ Houston, Texas https://t.co/vAPfwxsVd7",29,Independence Heights,0823,03,,0,0
BLifeAldine,Greenspoint Place sold to two real estate companies https://t.co/3r8WhqrjPL,29,Independence Heights,0823,03,,0,0
IDureng400,"Just posted a video @ Barker, Texas https://t.co/8M01tswiPn",29,Independence Heights,0823,03,,0,0
BLifeTheHeights,Chef Ford Fry to open new eatery in the Heights https://t.co/w7lJopZqVE,29,Independence Heights,0823,03,,0,0
