900946622028275712,We running the KLUB ! #PlayMakerz @ Foxxy's Bikini Sports Bar and Grill https://t.co/ZRnsg0pnbC,running klub bikini sport bar grill,Fri Aug 25 00:03:08 CDT 2017,"29.65747,-95.46435",TyBeezy11,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",42,Westbury,,0
900946977990430721,SALUTATIONS PEEPS 👋🏽  This post is SUPER delayed. AND we'd like to notify everyone that tomorrow… https://t.co/7YPm7FnhXh,salutation peep post super delay wed like notify everyone tomorrow,Fri Aug 25 00:04:32 CDT 2017,"29.79035846,-95.40932894",GUUDBELLYY,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",30,Downtown,,0
900948125346549760,"Astros squander rally in 9th, fall to Nationals in 11 innings https://t.co/O1GfjvTibL https://t.co/s3b7cVlqPE",astros squander rally fall national innings,Fri Aug 25 00:09:06 CDT 2017,"29.7285434,-95.457392",JohnnyNewsroom,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",37,Greater Heights,,0
900948156841467907,Soccer before the Storm what are you doing on your Hurricane #Harvey… https://t.co/ldvSTWuTtO,soccer storm hurricane,Fri Aug 25 00:09:14 CDT 2017,"29.72418314,-95.61990397",El_Colombiano24,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",30,Downtown,,0
900948209320681472,Don't forget J FIX SHADES TOO!! J SHADES FIX YOUR SHADES✨💕IF PURCHASED FROM #JSHADES ITS FOR… https://t.co/66VgxrgrLv,dont forget fix shades shades fix shadesif purchase,Fri Aug 25 00:09:26 CDT 2017,"29.732525,-95.48002996",J_shadesyou,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",21,Greenway / Upper Kirby Area,,0
900948434756096000,#eypae #houstonarchitecture @ The Tradewell Fellowship https://t.co/T3ko9I9IhU,tradewell fellowship,Fri Aug 25 00:10:20 CDT 2017,"29.757148,-95.367975",TradewellFellow,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",22,Mid West,,0
900949044603650052,its.ogkidd @idreaminstereo PROJECT BITCH @barronstudios @ Barron Studios https://t.co/P3Fhqb3LWr,itsogkidd idreaminstereo project bitch barronstudios studio,Fri Aug 25 00:12:45 CDT 2017,"29.7757,-95.41604",idreaminstereo,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",5,Eldridge / West Oaks,,0
900949208890351616,"Can you recommend anyone for this #job in #Houston, TX? https://t.co/2jquNxp906 #NowHiring #GetHired #Clerical… https://t.co/i7YS1v1cKN",recommend anyone,Fri Aug 25 00:13:24 CDT 2017,"29.7604267,-95.3698028",GDKN,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",19,Meadowbrook / Allendale,,0
900950456679006208,My fifth foster dog getting ready for the hurricane.  She's a cutie. #dog #dogs #l4l #ff… https://t.co/ej2dBfCayb,fifth foster dog getting ready hurricane shes cutie,Fri Aug 25 00:18:22 CDT 2017,"29.92656,-95.27568",guttulus,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",22,Mid West,dog,1
900951547873337345,"💎💎💎💎 Checkin In, Y'all think I need a DNA test????? ©ItsJustMello  #barbershopconnect #barber… https://t.co/w2WuUxyi1f",checkin yall think need dna test itsjustmello,Fri Aug 25 00:22:42 CDT 2017,"29.7629,-95.3832",MelloTheBarber,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",22,Mid West,need,1
900952029941465090,🎥 by me @GradeARon #aka @gridironfilmz  BOOK ME FOR YOUR NEXT VIDEO SHOOT! ☎️832-356-4137… https://t.co/EKhgw1B0Zi,gradearon gridironfilmz book next video shoot,Fri Aug 25 00:24:37 CDT 2017,"29.7629,-95.3832",GRIDIRONFILMZ,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",30,Downtown,,0
900952889081778176,"We're #hiring! Click to apply: MANAGEMENT TRAINEE - https://t.co/4hrKEgiiSF #leadership #Houston, TX #Job #Jobs",click apply management trainee,Fri Aug 25 00:28:02 CDT 2017,"29.6305783,-95.2956777",SEFLCareers,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward,,0
900955617128357889,The last place you thirsty people are gonna find water bottles in the city @sethouston #water @… https://t.co/duvJJqthXS,last place thirsty people gon find water bottle city sethouston,Fri Aug 25 00:38:52 CDT 2017,"29.74381,-95.377",cdrogalaviz,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",6,Washington Avenue Coalition / Memorial Park,water people bottle,3
900956289886412800,Shots/cholo @ Tacos Tec Houston Texas https://t.co/78pXyYqPeK,shotscholo tec houston texas,Fri Aug 25 00:41:33 CDT 2017,"29.67309,-95.26411",Dannyboy1112,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",23,Midtown,,0
900956555109031938,SWAT standoff in north Houston ends with suspect jumping out of window https://t.co/gQmVvJv9jA,swat standoff north houston end suspect jumping window,Fri Aug 25 00:42:36 CDT 2017,"29.91080093,-95.33789825",BLifeAldine,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",30,Downtown,,0
900957024845942784,Hell nah RT @OGBEARD: Y'all really take zodiac signs into consideration when dating someone ? Lmao,hell nah ogbeard yall really take zodiac sign consideration dating someone lmao,Fri Aug 25 00:44:28 CDT 2017,"29.748526,-95.365244",WinkWestwood,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",30,Downtown,,0
900957581383942147,Bocaditos..... Clave45 @ Tacos Tec Houston Texas https://t.co/FJXOB4WxeC,bocaditos clave tec houston texas,Fri Aug 25 00:46:41 CDT 2017,"29.67309,-95.26411",Dannyboy1112,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",62,Macgregor,,0
900958240892010499,And my hair tangled again. Can't catch a fuckin break for shit,hair tangle cant catch fuckin break shit,Fri Aug 25 00:49:18 CDT 2017,"29.745557,-95.36486",WinkWestwood,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward,,0
900959071590694912,May tweet filth or a sexcapade story idk,may tweet filth sexcapade story idk,Fri Aug 25 00:52:36 CDT 2017,"29.744621,-95.364698",WinkWestwood,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",30,Downtown,,0
900959752464719875,Team shorty @ Rudyard's Upstairs https://t.co/Ra10S5mVDQ,team shorty upstairs,Fri Aug 25 00:55:18 CDT 2017,"29.750034,-95.396553",pwhiskeybubbles,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward,,0
900960834318344193,Two hands on her ponytail while throw fuckin 🔥(or bowling balling a woman that's purposely bald. That's 🔥too),two hands ponytail throw fuckin bowling ball woman thats purposely bald thats,Fri Aug 25 00:59:36 CDT 2017,"29.746665,-95.36519",WinkWestwood,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward,,0
900960991487315968,"Interested in a #job in #Houston, TX? This could be a great fit: https://t.co/YACtT6wmM7 #driver #cdl #Driver #Hiring",interest could great fit,Fri Aug 25 01:00:14 CDT 2017,"29.7604267,-95.3698028",PFGCareers,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",4,Greater Hobby Area,,0
