901670757658501122,"Tornado Warning including South Houston TX, Webster TX, Nassau Bay TX until 12:15 AM CDT https://t.co/LXzc4ZCHNC",tornado warning include south houston webster nassau bay cdt,Sun Aug 27 00:00:35 CDT 2017,"29.60305098,-95.14078962",NWStornado,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",73,Clear Lake
901670779053596672,"Aviso de Tornado incluye South Houston TX, Webster TX, Nassau Bay TX hasta las 12:15 AM CDT https://t.co/9OFAiJ253k",aviso tornado incluye south houston webster nassau bay hasta cdt,Sun Aug 27 00:00:40 CDT 2017,"29.60305098,-95.14078962",NWSHouston,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
901671068720656384,Wouldn't no running here bih ...#mayweather was all over Him! #TMT #LasVegas #Vegas #boxing… https://t.co/iz82XJUJ5i,wouldnt running bih,Sun Aug 27 00:01:49 CDT 2017,"29.7629,-95.3832",ENVYMETEE2,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
901671816476938241,#mayweather #winner #houstontx #instapic #lovetotravel #harveyhurricane ✊🏽✊🏽 en Grooves… https://t.co/iTk8fFkdvN,groove,Sun Aug 27 00:04:47 CDT 2017,"29.74237,-95.35955",gabbyglezz,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",30,Downtown
901671837800726528,It's dangerous out here peeps....be careful! @ Walmart Houston - Westview Dr https://t.co/bGpB1hl5zz,dangerous peepsbe careful houston westview,Sun Aug 27 00:04:53 CDT 2017,"29.79282217,-95.56475204",isiahcareyFOX26,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
901671845593800707,@babydollnaty that shit got me dead 💀💀,babydollnaty shit get dead,Sun Aug 27 00:04:54 CDT 2017,"29.63963964,-95.50563573",_ClutchCity,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward
901672830693249024,@Baepernick 👀👀👀👀👀,baepernick,Sun Aug 27 00:08:49 CDT 2017,"29.748411,-95.365241",WinkWestwood,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
901672890092974081,"Harvey, Day Two, 8.79 inches  🌧🌧🌧 #hurricane #hurricaneharvey #rainfalls #northwesthouston… https://t.co/snFMkldrkH",harvey day two inch,Sun Aug 27 00:09:03 CDT 2017,"29.8580225,-95.615404",williamson_bk,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",80,Greater Third Ward
901673123996631040,Welp 😳😳,welp,Sun Aug 27 00:09:59 CDT 2017,"29.63963964,-95.50563573",_ClutchCity,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
901673357820792832,"Fight party #Mayweather @ Klein, Texas https://t.co/0llSwZs2Ll",fight party texas,Sun Aug 27 00:10:55 CDT 2017,"30.0475,-95.5322",jaye76,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",82,Spring Branch West
901674115647643649,"#sowhatwassaid ?  🏆 @ Houston, Texas https://t.co/qpuqiqIWFp",texas,Sun Aug 27 00:13:56 CDT 2017,"29.7629,-95.3832",KenzalYoung,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
901674130314977280,True story it's folks I use to love it can't stand and folks I got… https://t.co/AtaFWcpBuD,true story folks use love cant stand folks get,Sun Aug 27 00:13:59 CDT 2017,"29.72028,-95.37326",jayjay0123,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",66,Brays Oaks
901674294757003264,This was my laugh for the night 😭😭 https://t.co/RQtTtnwd5x,laugh night,Sun Aug 27 00:14:38 CDT 2017,"29.63963964,-95.50563573",_ClutchCity,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
901674687981162496,Just like that @floydmayweather is 50-0 never try to come for the #mittenstategreat… https://t.co/k1EZY1hRXP,like floydmayweather never try come,Sun Aug 27 00:16:12 CDT 2017,"29.7629,-95.3832",DMonroe86,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",30,Downtown
901675028961472516,"No but seriously, I'm sure everyone in South Texas is VERY aware of the circumstances, don't… https://t.co/9nYb43R97l",seriously sure everyone south texas aware circumstances dont,Sun Aug 27 00:17:33 CDT 2017,"29.7629,-95.3832",egonzalez174,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
901675068421398529,Harvey here on y'all ass!!!!! Trying to washing away all the… https://t.co/JKVRfqCLms,harvey yall ass try washing away,Sun Aug 27 00:17:43 CDT 2017,"29.85065699,-95.51412814",dsmith081,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
901675298101510146,VOU RIR ATÉ 2050 ... 😂😂😂😂😂😂😂😂😂 COMO É POSSÍVEL VOCÊS AÍ DA DUVIDAREM!  #conormcgregor muito… https://t.co/0yC312e57H,vou rir como possvel vocs duvidarem muito,Sun Aug 27 00:18:38 CDT 2017,"29.7945767,-95.689148",Dandylisbon1,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",66,Brays Oaks
