yungrook_tx,@Regrann from @yungrook_tx  -  BITCH IS U WORKIN ?? 🤔💁👯👯💸💦💰 #Workhard #bars #vlive #twerk… https://t.co/TCKbfCqQ2l,1,Fourth Ward,0826,00,,0,0
JusGday,"🎮 * @GDAY1985 PS4 @ Alief, Houston https://t.co/B1mKAwsWxJ",1,Fourth Ward,0826,01,,0,2
YorktownDQ,Forget about HURRICANE HARVEY! You should be more worried about the BLIZZARDS! #hurricane… https://t.co/mjCycsBn6p,1,Fourth Ward,0826,01,,0,2
LabattFoodJobs,Join the Labatt Food Service team! See our latest #job opening here: https://t.co/eEkVfeJmnK #TruckDriver #Driver #Transportation #Hiring,1,Fourth Ward,0826,01,food service,2,2
jonestrainer,"#texasturnup #birthday #hurricane party #relax @ Houston, Texas https://t.co/BtGnYjmLkJ",1,Fourth Ward,0826,01,,0,2
kingeatgreedy,Successful #people have a bigger fear of #failure than people who’ve never done anything because… https://t.co/sx4PhWfj3Q,37,Greater Heights,0826,01,people,1,1
TotalTrafficHOU,Closed due to flooding in #Harris on Sam Houston Pkwy Frontage Rd Both EB/WB at Main St #traffic https://t.co/vuUN2yElDh,53,East Houston,0826,01,,0,0
JohnnyNewsroom,Astros’ Collin McHugh treating starts with postseason mindset https://t.co/EoWjdsgejo https://t.co/uGioNgGe4b,37,Greater Heights,0826,01,,0,1
TotalTrafficHOU,"Accident.  two left lanes blocked in #NorthSide on I-45 N Fwy NB at I-10, stop and go traffic back to Dallas St, delay of 3 mins #traffic",21,Greenway / Upper Kirby Area,0826,02,,0,0
Angelita_RN,El viaje mas corto de mi vida! #Houston #Texas #Harvey #Coldplay… https://t.co/YHsMHPFiEw,1,Fourth Ward,0826,02,,0,0
AndreaSilver_,What it means to hunker down. We are potentially getting 40 inches of rain in #htown on the wet… https://t.co/bsnL2o8nDj,1,Fourth Ward,0826,02,,0,0
TXCupCake,"Started to get a little noisy out there. Tornado warnings for Fort Bend, Waller, Western Harris… https://t.co/F7VSDwIrTY",33,Golfcrest / Bellfort / Reveille,0826,02,,0,0
tman245633,Just posted a photo @ Downtown Houston https://t.co/Tcl7QmaurE,1,Fourth Ward,0826,02,,0,0
J_shadesyou,HAVE YOU SHOPPED J SHADES NEW ARRIVAL⁉️ . . . SHOP AT… https://t.co/lf4Y91fvEv,45,Willow Meadows / Willowbend Area,0826,02,,0,0
J_shadesyou,SHOP https://t.co/XrDxgFwjXE 💋 . . . CLICK THE LINK IN MY BIO👓GET YOUR #JSHADES FOR THE END OF THE… https://t.co/ewLsQwiWhc,6,Washington Avenue Coalition / Memorial Park,0826,02,,0,0
tman245633,Just posted a photo @ Downtown Houston https://t.co/7E7A86BwLu,67,Central Southwest,0826,02,,0,0
tman245633,Just posted a photo @ Downtown Houston https://t.co/ggxCkWip38,86,Afton Oaks / River Oaks Area,0826,02,,0,0
greenwaybarista,"Hurricane flavored ""Harvey"" #doughnuts for @morningstarhou because @barlos84 and I were dumb… https://t.co/hEB2XKSncS",30,Downtown,0826,02,,0,0
tman245633,Just posted a photo @ Downtown Houston https://t.co/dclSiQBsOI,1,Fourth Ward,0826,03,,0,0
tman245633,Just posted a photo @ Downtown Houston https://t.co/PqmGpbxOIS,2,Greater Uptown,0826,03,,0,0
hustlehardTX,"God bless my Hustle 👏🏽 #HustleHardReligion @ Houston, Texas https://t.co/OLJRVq4d7i",71,Alief,0826,03,,0,0
TotalTrafficHOU,Closed due to flooding in #Harris on I-69 SW Fwy NB Inbound at Sam Houston Tollway #traffic https://t.co/vuUN2yElDh,1,Fourth Ward,0826,03,,0,0
tman245633,Just posted a photo @ Downtown Houston https://t.co/mmlHAggdvc,1,Fourth Ward,0826,03,,0,0
CabriLuigi,Just posted a photo @ LA CASA DEL CABRITO https://t.co/lZGhRjmcfm,30,Downtown,0826,03,,0,0
JCI_Jobs,"Want to work at Johnson Controls? We're #hiring in #Houston, TX! Click for details: https://t.co/O3hiOhl9t5 #Sales #Job #Jobs",25,Memorial,0826,03,,0,0
rgiscareers,"We're #hiring! Read about our latest #job opening here: Inventory Associate Travel Team - https://t.co/OYjUiVGc6v #Retail #Houston, TX",1,Fourth Ward,0826,03,,0,0
CabriLuigi,PROXIMO LUNES #ESPECTACULARCLARO @ LA CASA DEL CABRITO https://t.co/aCys9us7r4,80,Greater Third Ward,0826,03,,0,0
Houston,heavy intensity rain -> light rain temperature up 78°F -> 79°F,1,Fourth Ward,0826,03,,0,0
SEFLCareers,"Interested in a #job in #Houston, TX? This could be a great fit: https://t.co/2km00jeRxw #trucking #driver #Hiring",64,Fondren Gardens,0826,03,,0,0
JCI_Jobs,"This #job might be a great fit for you: Account Executive (Junior), Commercial Sales - https://t.co/wHDyW9vbV6 #Sales #Houston, TX #Hiring",5,Eldridge / West Oaks,0826,03,,0,0
CJWray01,"Bread aisle at Grocery store. @ Houston, Texas https://t.co/Ozf26wiwTf",21,Greenway / Upper Kirby Area,0826,03,store grocery,2,2
photog72,"#Harvey coverage. Day 2 of ? (@ Channel 2 - NBC (KPRC-TV) - @kprc2 in Houston, TX) https://t.co/rqENHXvSwj",1,Fourth Ward,0826,04,,0,1
DriveMelton,"Want to work at Melton Truck Lines? We're #hiring in #Houston, TX! Click for details: https://t.co/5vWwQp4iql #trucking #truckers #flatbed",6,Washington Avenue Coalition / Memorial Park,0826,04,truck,1,1
iamluvlady,"Wtf @ Westside, Houston, Texas https://t.co/cj01yYbajF",30,Downtown,0826,04,,0,0
ArameshArash,Live on Al Jazeera discussing the fight against ISIS in Iraq. But I love my LSE (London School… https://t.co/cAtZe2GbHM,1,Fourth Ward,0826,04,school,1,1
martin_tzoc,Hi guys hola buenos días aquí pueden ver lo del huracán los canales hispanos como el 45… https://t.co/xr5jTXvMVE,1,Fourth Ward,0826,05,,0,0
IASISCareers,"Interested in a #job in #Houston, TX? This could be a great fit: https://t.co/ow1tiYC9Ez #NursesLead #ProudToNurse… https://t.co/3GTORhbcef",73,Clear Lake,0826,05,,0,0
SB_HoustonDeals,Up to 60% Off Haircut Packages at Paul Mitchell the School https://t.co/ZavWrnJB8D,67,Central Southwest,0826,05,school,1,1
TotalTrafficHOU,Jack-knifed 18 wheeler. all lanes blocked. in #Houston on The Hardy Tollroad SB before Greens and to The N Sam Houston Pkwy #traffic,5,Eldridge / West Oaks,0826,05,,0,0
NWSHouston,"Aviso de Inundación Repentina incluye Houston TX, Pasadena TX, Pearland TX hasta las 8:45 AM CDT https://t.co/DRNDj8zStv",30,Downtown,0826,05,,0,0
SB_HoustonDeals,Up to 65% Off at River Oaks Advanced Bodywork https://t.co/6wOZk2H4hS,30,Downtown,0826,05,,0,0
Official_QBT,"Censor theatre? QT says NO, NEVER! Come join us for a ONE NIGHT ONLY event ""Banned Together: A… https://t.co/lKzXPaJe2g",1,Fourth Ward,0826,05,,0,0
SunstateJobs,"Can you recommend anyone for this #job? Inside Sales - Metro Location - https://t.co/H06sRkE5Oq #Sales #Houston, TX #Hiring #CareerArc",1,Fourth Ward,0826,06,,0,1
UPArtStudio1,Well I hope everyone on coastal #texas is holding UP. With all jokes aside I wonder if I have… https://t.co/xC8dGcG6v3,1,Fourth Ward,0826,06,,0,1
Jackie_Cruz1217,22 years of being a die hard @thalia fan. I admire this woman. Today… https://t.co/WpT0wOsYSe,23,Midtown,0826,06,,0,0
USGS_TexasRain,"#USGS08074800 - Keegans Bayou at Roark Rd nr Houston, TX  Violent Rain (2.48 in/hr) over the last 15 minutes  https://t.co/cI8idtojaz",30,Downtown,0826,06,,0,1
JBARH,"Don't look directly at the #hurricane. #harvey @ Cypress, Texas https://t.co/S1xOJrOSn4",30,Downtown,0826,06,,0,1
USGS_TexasRain,"#USGS08073600 - Buffalo Bayou at W Belt Dr, Houston, TX  Violent Rain (2.08 in/hr) over the last 15 minutes  https://t.co/txlwO4vQTY",30,Downtown,0826,06,,0,1
USGS_TexasRain,"#USGS08072760 - Langham Ck at W Little York Rd nr Addicks, TX  Violent Rain (2.2 in/hr) over the last 15 minutes  https://t.co/pRcyh8J5l4",30,Downtown,0826,06,,0,1
JBARH,"Pinche #avocado is wrecking my weekend #hurricaneharvey @ Cypress, Texas https://t.co/v2PVsYxALf",37,Greater Heights,0826,06,,0,0
USGS_TexasRain,"#USGS08074150 - Cole Ck at Deihl Rd, Houston, TX  Heavy Rain (0.4 in/hr) over the last 15 minutes  https://t.co/sfoHzaKZlQ",30,Downtown,0826,06,,0,1
LabattFoodJobs,"We're #hiring! Click to apply: Driver Helper - https://t.co/NLLywNJmSt #Transportation #Houston, TX #Job #Jobs",30,Downtown,0826,06,,0,1
WinkWestwood,@BTeevale thank you,23,Midtown,0826,06,,0,0
SEFLCareers,"Join the Southeastern Freight Lines team! See our latest #job opening here: https://t.co/zw6VnNU96d #trucking #technician #Houston, TX",30,Downtown,0826,06,,0,1
Taipan_Starr,"We aiight over here on the westside!🌧🌧🌊 🏄‍♂️🏊‍♂️ @ Westside,… https://t.co/FAe3faCG1w",30,Downtown,0826,06,,0,1
WinkWestwood,No tf you don't. RT @Salsveryown: I need a girl this clingy 😍💯 https://t.co/NLAmlE4B8r,1,Fourth Ward,0826,06,need,1,1
jlhays,"My own #hurricaneharvey morning party...coffee by candlelight. I have power, just enjoying the… https://t.co/gYIqr1MmDr",30,Downtown,0826,06,power,1,1
WinkWestwood,"Wind sounding like the theremin on Jeezy's ""Get Ya Mind Right"" smh",61,Westwood,0826,06,,0,0
Houston,"current weather in Houston: heavy intensity shower rain, 79°F 88% humidity, wind 22mph, pressure 1008mb",71,Alief,0826,07,,0,0
HankOnFood,"Caught a break between rainbands. Starbucks and Shipley's are closed, 24 Hour Fitness and… https://t.co/jGy31OOBOJ",61,Westwood,0826,07,,0,0
WinkWestwood,That nigga was thirsty then shady all in the same threadline what a fuckin clown RT @MenkTheDon: Ew wtf https://t.co/e8tRv3eHnk,30,Downtown,0826,07,,0,2
PamelaRAYE_,#bigchop #natualhair #blackhairstylist #houstonhairstylist #houston #PamelaRaye Book your next… https://t.co/afyam4AuxD,25,Memorial,0826,07,,0,0
HankOnFood,"H-E-B on Kirkwood and Westheimer is open right now (at @HEB in Houston, TX) https://t.co/HaEsF1dHaA",33,Golfcrest / Bellfort / Reveille,0826,07,,0,0
GDKN,"If you're looking for work in #Houston, TX, check out this #job: https://t.co/FXfJR8qQRD #Clerical #Hiring… https://t.co/ywoF7CG47w",33,Golfcrest / Bellfort / Reveille,0826,07,,0,0
WinkWestwood,😂😂😂😂😂😂😂 RT @FreshLee_Baked: LMAOOOOOOOOOOO DOG https://t.co/yvBgGZUpM8,30,Downtown,0826,07,dog,1,2
UpandRunningCK,Lou's feelings about #hurricaneharvey so far. #greyhoundsofinstagram #scaryshit #expatlife… https://t.co/NtdMkuHNz9,33,Golfcrest / Bellfort / Reveille,0826,07,,0,0
dakimel,"Front porch Saturday morning report.  Steady overnight rain, some thundering, little wind in… https://t.co/FLnZaeBAIF",33,Golfcrest / Bellfort / Reveille,0826,07,,0,0
PamelaRAYE_,#rodset #naturalhairstyles #houstonstylist #houstonhair #houstonhairstylist #PamelaRaye Book… https://t.co/WWgXQGYRnU,33,Golfcrest / Bellfort / Reveille,0826,07,,0,0
JC_CFISD,⛈🌪 @ Circle at Point Park https://t.co/UPE4PdqCgT,23,Midtown,0826,07,,0,0
nasalhazel,So far so ...  #houstagrammers #houston #texas #ighouston #igtexas #houstonweather… https://t.co/C4f4esZgFF,30,Downtown,0826,07,,0,2
Daytimejobs,"This #job might be a great fit for you: Cook - https://t.co/rFwTINw49W #restaurant #brunch #CasualDining #Houston, TX #Hiring #CareerArc",86,Afton Oaks / River Oaks Area,0826,07,,0,0
linda_aldred,Our Human Services Branch! Grateful for my team! #TCHHR #TakingCareofEmployees https://t.co/IJW3PCDHP6 https://t.co/2KeTHyN0Cr,55,Northside/Northline,0826,07,,0,0
L_Gilley,Home for the next few days. Let's just stay I came prepared. Thanks @maggiesworld for the… https://t.co/H8uVx6b1Vh,1,Fourth Ward,0826,07,home,1,1
xjrayx,In case you were wondering how Houston is handling things so far -… https://t.co/o80OHYQf9B,30,Downtown,0826,07,,0,2
_ClutchCity,Been tryna go back to sleep for an hour 😐,14,Iah / Airport Area,0826,07,,0,0
Emerson_Careers,"If you're looking for work in #Houston, TX, check out this #job: https://t.co/eGjccMvJ5N #Sales #Hiring",1,Fourth Ward,0826,07,,0,1
hopheim,Day 13- one leg kick  https://t.co/RJ47kIJLKV,2,Greater Uptown,0826,07,,0,0
tmj_hou_cler,"Want to work at Houston, TX? We're #hiring in #Houston, TX! Click for details: https://t.co/poF38YuD3g #Administrative #Job #Jobs",48,Braeburn,0826,07,,0,0
fatrat282,Just posted a photo @ Studio Movie Grill https://t.co/YUrwqqIU6U,25,Memorial,0826,07,,0,0
IASISCareers,"We're growing at St. Joseph Medical Center - #JoinUs! We're looking for a Registered Nurse... in #Houston, TX!… https://t.co/6VtYeAGVxK",30,Downtown,0826,07,nurse,1,2
tmj_hou_manuf,We're #hiring! Click to apply: Mechanical Assembler-West side of Houston - https://t.co/ZeVuHz8p4Y #KellyJobs #KellyServices #Manufacturing,30,Downtown,0826,07,,0,2
FDABRIPTOY,I GOT SOMETHING GREAT PLAN FOR MY BDAY A GIFT TO MYSELF.,5,Eldridge / West Oaks,0826,07,,0,0
tmj_hou_govern,"Want to work at Baylor College of Medicine? We're #hiring in #Houston, TX! Click for details: https://t.co/2UIF2lFUi1 #Government #Job",16,Lake Houston,0826,07,,0,0
tmj_HOU_invbank,"If you're looking for work in #Houston, TX, check out this #job: https://t.co/IEdl4P6qyG #InvestmentBanking #Hiring #CareerArc",1,Fourth Ward,0826,07,,0,1
tmj_HOU_skltrd,"Interested in a #job in #Humble, TX? This could be a great fit: https://t.co/g8G2Xacl9d #SkilledTrade #Hiring #CareerArc",30,Downtown,0826,07,,0,2
Gina_Murphy,"Rain!  Good grief! (@ Kirb's 'Burb 🐶 in Spring, TX) https://t.co/y3gTO6mTfA https://t.co/GpWHtS7MzE",71,Alief,0826,07,,0,0
tmj_hou_recruit,Can you recommend anyone for this #job? Entry Level Recruiter/sales Trainee - Aerotek Corporate - https://t.co/461X5U11gA #Recruiting,78,University Place,0826,07,,0,0
tmj_hou_pharm,"Want to work at QuintilesIMS? We're #hiring in #Houston, TX! Click for details: https://t.co/1Mbv3FIClO #Pharmaceutical #Job #Jobs",30,Downtown,0826,07,,0,2
jimmyEEE,drains.  #jimmyephotography #hurricaneharvey #stormdrain #sony #sonya7sii #sonyzeiss #sonyalpha… https://t.co/GjoWxrQex9,55,Northside/Northline,0826,07,,0,0
lqfenty,All weekend in this thang🌻🛌 #hurricaneharvey #ootd #goodmorning #goodnight #mirror #instagood @… https://t.co/17UoQNrTrO,82,Spring Branch West,0826,07,,0,0
tmj_hou_itpm,"Interested in a #job in #Houston, TX? This could be a great fit: https://t.co/bWhCGR6dxt #CitiCareers #ProjectMgmt #Hiring #CareerArc",74,South Park,0826,08,,0,0
LabattFoodJobs,"Want to work in #Houston, TX? View our latest opening: https://t.co/QWWZhoUvf4 #warehouse #jobs #Labor #Hiring",74,South Park,0826,08,,0,0
tmj_hou_energy,"This #job might be a great fit for you: Engineering Tech - https://t.co/nKku4TDC68 #Energy #Houston, TX #Hiring #CareerArc",40,Sharpstown,0826,08,,0,0
tmj_hou_cosmo,"See our latest #Houston, TX #job and click to apply: Arch Expert - https://t.co/IBNanmRPjO #Cosmetology #Hiring",21,Greenway / Upper Kirby Area,0826,08,,0,0
tmj_hou_adv,"Can you recommend anyone for this #job? Senior Product Marketing Manager - https://t.co/BduXa9mQ2B #Marketing #Houston, TX #Hiring",71,Alief,0826,08,,0,0
tmj_hou_nursing,"Join the UTHealth team! See our latest #job opening here: https://t.co/C6TBNyq3yJ #Nursing #Houston, TX #Hiring #CareerArc",25,Memorial,0826,08,,0,0
HoustonTX_,Houston TX Sat Aug 26th AM Forecast: TODAY Tropical Storm Conditions Hi 81 TONIGHT Tropical Storm Conditions Lo 75,71,Alief,0826,08,,0,0
wynnlyrasings,Downtown Houston Update: It's ALL good for now. We baked a cake last night and our lights stayed… https://t.co/3APfDBDRWj,30,Downtown,0826,08,,0,2
tmj_HOU_adm,"Can you recommend anyone for this #job in #Houston, TX? https://t.co/mNMiujCEFu #IT #Hiring #CareerArc",71,Alief,0826,08,,0,0
tmj_hou_it,We're #hiring! Read about our latest #job opening here: Corporate Records & Technology Manager Job - https://t.co/BiixVhwGli #IT,1,Fourth Ward,0826,08,,0,1
tmj_hou_retail,"Can you recommend anyone for this #job in #Houston, TX? https://t.co/M3fqzEGLtM #Retail #Hiring #CareerArc",30,Downtown,0826,08,,0,2
tmj_hou_edu,"Can you recommend anyone for this #job? Staff Assistant, Rice Annual Fund - https://t.co/ZjLVmzxcqc #Education #Houston, TX #Hiring",30,Downtown,0826,08,fund,1,2
tmj_hou_sales,"Can you recommend anyone for this #job in #Houston, TX? https://t.co/qA5sESiKm1 #Sales #Hiring",61,Westwood,0826,08,,0,0
tmj_hou_green,"Join the MSN Inc team! See our latest #job opening here: https://t.co/0Z0xZOsgGt #Green #Houston, TX #Hiring #CareerArc",66,Brays Oaks,0826,08,,0,0
MrWiredUpOhBoy,#Repost @GoDJHiC (get_repost) ・・・ 🚨NEW MUSIC ALERT🚨 Here is a good look at the  AUGUST… https://t.co/Anwyje2NQX,21,Greenway / Upper Kirby Area,0826,08,,0,0
tmj_hou_transp,"Can you recommend anyone for this #job? Forklift Driver - https://t.co/rcHSs8TpOa #KellyJobs #KellyServices #Transportation #Houston, TX",87,Briarforest Area,0826,08,,0,0
tmj_hou_jobs,"Join the CITI team! See our latest #job opening here: https://t.co/Yw9X89eqZU #CitiCareers #Houston, TX #Hiring #CareerArc",30,Downtown,0826,08,,0,2
tmj_hou_mgmt,"We're #hiring! Read about our latest #job opening here: Project Manager - https://t.co/5GhEaxnyev #projectmanager #Houston, TX",1,Fourth Ward,0826,08,,0,1
tmj_hou_eng,"Join the Kelly Services team! See our latest #job opening here: https://t.co/j540veOY4f #KellyJobs #KellyServices #Engineering #Houston, TX",30,Downtown,0826,08,,0,2
tmj_hou_labor,"Interested in a #job in #Houston, TX? This could be a great fit: https://t.co/OhDrNwFSNq #Labor #Hiring",3,Greater Inwood,0826,08,,0,0
tmj_hou_mgmt,"Interested in a #job in #Houston, TX? This could be a great fit: https://t.co/qlzmB6Vwe5 #BusinessMgmt #Hiring #CareerArc",46,Central Northwest,0826,08,,0,0
tmj_hou_transp,"If you're looking for work in #Houston, TX, check out this #job: https://t.co/ZMUcKwVhZ6 #KellyJobs #KellyServices #Transportation #Hiring",30,Downtown,0826,08,,0,2
tmj_hou_cler,"If you're looking for work in #Houston, TX, check out this #job: https://t.co/YBEC766vup #Clerical #Hiring #CareerArc",30,Downtown,0826,08,,0,2
tmj_hou_manuf,"Can you recommend anyone for this #job in #Houston, TX? https://t.co/hoCtTlz8GJ #KellyJobs #KellyServices #Manufacturing #Hiring",30,Downtown,0826,08,,0,2
JJ_Htown,"Getting out of Dodge #harvey (@ William P @HobbyAirport in Houston, TX) https://t.co/2SGtt4hd6s",37,Greater Heights,0826,08,,0,0
tmj_hou_edu,"Interested in a #job in #Houston, TX? This could be a great fit: https://t.co/cwHxfkFU3a #Education #Hiring #CareerArc",4,Greater Hobby Area,0826,08,,0,0
tmj_hou_health,"This #job might be a great fit for you: Associate Dentist - https://t.co/GOgYabTh4x #Healthcare #Houston, TX #Hiring #CareerArc",73,Clear Lake,0826,08,,0,0
tmj_TX_facmgmt,"Want to work in #Houston, TX? View our latest opening: https://t.co/D7UNHSJAnV #FacilitiesMgmt #Job #Jobs #Hiring",5,Eldridge / West Oaks,0826,08,,0,0
tmj_hou_jobs,"Can you recommend anyone for this #job? UHNW Private Banker - https://t.co/2owXnAyeqw #CitiCareers #Houston, TX #Hiring #CareerArc",23,Midtown,0826,08,,0,1
tmj_hou_mgmt,"This #job might be a great fit for you: Bioninformatic Analyst II - https://t.co/vI5c7H7JrP #BusinessMgmt #Houston, TX #Hiring",23,Midtown,0826,08,,0,1
tmj_hou_eng,"See our latest #Houston, TX #job and click to apply: Pipeline Materials Lead Engineer - PE Required - https://t.co/7sRvn43lwr #Engineering",30,Downtown,0826,08,,0,2
FutbolPts,96th minutes!!! ⚽️⚽️⚽️⚽️💚💚💚 gotta love the premier league #mancity #bou #stoppagetime #extratime… https://t.co/FBBDs358tV,5,Eldridge / West Oaks,0826,08,,0,0
dcwhouston,We are closed this morning! We will keep you updated on resuming our normal business hours on… https://t.co/Np5MBCijAL,37,Greater Heights,0826,08,,0,0
tmj_HOU_adm,"Want to work in #Houston, TX? View our latest opening: https://t.co/g2OMj62WWw #IT #Job #Jobs #Hiring #CareerArc",23,Midtown,0826,08,,0,1
tmj_hou_edu,"Want to work at Rice University? We're #hiring in #Houston, TX! Click for details: https://t.co/fv1WDCw5qu #Education #Job #Jobs",5,Eldridge / West Oaks,0826,08,,0,0
tmj_hou_mgmt,"See our latest #Houston, TX #job and click to apply: Director, Graduate Medical Education - https://t.co/zDkepKrwQY #BusinessMgmt #Hiring",30,Downtown,0826,08,,0,2
tmj_hou_retail,"See our latest #Houston, TX #job and click to apply: Sales Lead - https://t.co/FzaGQvV5nc #Retail #Hiring #CareerArc",30,Downtown,0826,08,,0,2
misspralexander,"I'm at @HEB in Houston, TX https://t.co/ByOrwnTuqC",5,Eldridge / West Oaks,0826,08,,0,0
TotalTrafficHOU,High water in #Harris on Gessner Dr. NB at US 290 #traffic https://t.co/vuUN2yElDh,45,Willow Meadows / Willowbend Area,0826,08,water,1,4
TotalTrafficHOU,High water in #Harris on Gessner Dr. SB at US 290 #traffic https://t.co/vuUN2yElDh,23,Midtown,0826,08,water,1,1
tmj_hou_finance,"Interested in a #job in #Houston, TX? This could be a great fit: https://t.co/y5nN0Xk3Tu #Finance #Hiring #CareerArc",37,Greater Heights,0826,08,,0,0
TotalTrafficHOU,High water on frontage rd in #NorthSide on I-45 N Fwy Frontage rd Outbound near Richey #traffic https://t.co/vuUN2yElDh,45,Willow Meadows / Willowbend Area,0826,08,water,1,4
tmj_TX_facmgmt,"Want to work at Crothall? We're #hiring in #Cypress, TX! Click for details: https://t.co/ap0CrZbShc #FacilitiesMgmt #Job #Jobs",70,Westchase,0826,08,,0,0
tmj_hou_mgmt,"If you're looking for work in #Houston, TX, check out this #job: https://t.co/4rMoNtmbjh #BusinessMgmt #Hiring #CareerArc",80,Greater Third Ward,0826,08,,0,0
TotalTrafficHOU,High water on entrance ramp in #NeSide on N Sam Houston Pkwy EB at Lee Rd #traffic https://t.co/vuUN2yElDh,30,Downtown,0826,08,water,1,2
tmj_HOU_adm,"Interested in a #job in #Houston, TX? This could be a great fit: https://t.co/9FfauI6Bad #IT #Hiring #CareerArc",45,Willow Meadows / Willowbend Area,0826,08,,0,4
tmj_hou_banking,"See our latest #Houston, TX #job and click to apply: Presentation Specialist, Energy, Investment Banking - https://t.co/dM1dZruT4g",23,Midtown,0826,08,,0,1
tmj_HOU_skltrd,"Join the Houston Independent School District team! See our latest #job opening here: https://t.co/1ZltTyfdOG #SkilledTrade #Houston, TX",1,Fourth Ward,0826,08,school,1,1
tmj_hou_retail,"Want to work at WHBM? We're #hiring in #Houston, TX! Click for details: https://t.co/qF2GdvGqPR #Retail #Job #Jobs #CareerArc",1,Fourth Ward,0826,08,,0,1
TotalTrafficHOU,High water across all main lanes in #NorthSide on N Sam Houston Pkwy WB after Vickery Dr and before Aldine Westfeild #traffic,45,Willow Meadows / Willowbend Area,0826,08,water,1,4
tmj_hou_adv,"Can you recommend anyone for this #job in #Houston, TX? https://t.co/RS83c3KSnF #Marketing #Hiring #CareerArc",45,Willow Meadows / Willowbend Area,0826,08,,0,4
tmj_hou_labor,"See our latest #Houston, TX #job and click to apply: Shift Supervisor Management Trainee - https://t.co/HCq1EKrLsm #Labor #Hiring",1,Fourth Ward,0826,08,,0,1
tmj_hou_manuf,"Can you recommend anyone for this #job? Pricing Specialist I - https://t.co/SI25XunSlH #Manufacturing #Houston, TX #Hiring #CareerArc",23,Midtown,0826,08,,0,1
TotalTrafficHOU,High water on the frontage rd. in #EastSide on I-10 E Fwy Frontage rd. WB at Federal #traffic https://t.co/vuUN2yElDh,45,Willow Meadows / Willowbend Area,0826,08,water,1,4
tmj_hou_acct,"We're #hiring! Read about our latest #job opening here: Senior Accountant - https://t.co/Cs2rNgn6vz #Accounting #Houston, TX #Veterans",37,Greater Heights,0826,08,,0,0
tmj_hou_edu,"Can you recommend anyone for this #job? Manager, Stadium - https://t.co/5J3g2vdICY #Education #Houston, TX #Hiring #CareerArc",6,Washington Avenue Coalition / Memorial Park,0826,08,,0,0
tmj_HOU_adm,"If you're looking for work in #Houston, TX, check out this #job: https://t.co/P8NotCE5wC #IT #Telecom #Hiring",86,Afton Oaks / River Oaks Area,0826,08,,0,0
tmj_hou_nursing,"See our latest #Houston, TX #job and click to apply: RN (Flex Team V) Critical Care Float Pool (Nights) PRN - https://t.co/DAoXlarPH1",80,Greater Third Ward,0826,08,,0,0
