JTrillDaHitman,"Lost some things but overall safe! 🙏🙏🙏 #HurricaneHarvey #Day3 @ Northside - Northline, Houston https://t.co/OQO5fvWnwZ",55,Northside/Northline,0828,00,safe,1
_ClutchCity,Some of mo city under mandatory evacuation,80,Greater Third Ward,0828,00,,0
ShotByWiz,We are one of the most #resilient cities in #America and we will show that we come together and… https://t.co/xeNLZ8Rcwn,66,Brays Oaks,0828,00,,0
RasoolDMessenga,"djrakuttz@youtube.com #pressplay @ Third Ward, Houston https://t.co/4QZVFujJPl",30,Downtown,0828,00,,0
rita_benniss,Hurricane Harvey will be a very devastating disaster. I hope… https://t.co/vrGcd5h6x4,1,Fourth Ward,0828,00,,0
djbuddhaTX,"@paulwallbaby #thankyou @ Houston, Texas https://t.co/ivkiB4kXNd",1,Fourth Ward,0828,00,,0
JBARH,9 trillion... that's TRILLION gallons of water have fallen... with more to come #hurricaneharvey… https://t.co/z4RsDzhbvS,80,Greater Third Ward,0828,00,water,1
burrle5,😰🏋🏿🏋🏿 training camp to relieve stress from this 🌪🌪🌪🌊🌊🌊☔️☔️☔️☔️☔️ #fitness #fit #fitgirls… https://t.co/JTf6ayy8Ru,1,Fourth Ward,0828,00,,0
kvflowmar,"Ah, this was part I. I do things backwards, lol. Hurricane flow.  Song: ""Sakura"" Artist: KRANE &… https://t.co/vFtCx80cs5",1,Fourth Ward,0828,00,,0
itsbcfoo,Prayers are going out to Houston 🙏🏾🙏🏾🙏🏾 it's really bad down south right now!   #prayforhouston… https://t.co/lxfu6KUVtB,19,Meadowbrook / Allendale,0828,00,,0
RasoolDMessenga,"#realtalk #wiseupriseup @ Third Ward, Houston https://t.co/9CaTKphJXV",1,Fourth Ward,0828,00,,0
acefitbody,Water levels rising some more 🙏🏽🙏🏽🙏🏽 #Houston #Qualityoverquanity #fountainofgains… https://t.co/eIS1QA88n5,1,Fourth Ward,0828,00,water,1
elizabeth_c_g,"Prayers for my city #hurricaneharvey @ Houston, Texas https://t.co/nOqLq5wYUw",67,Central Southwest,0828,00,,0
djbuddhaTX,As is sit here in LA with tears in my eyes watching my city get torn apart in the news I still… https://t.co/Fg4cO8X6pD,55,Northside/Northline,0828,00,,0
Geekgirlfinds,Things are so bad. I can't stop crying. New vlog update coming soon on #YouTube… https://t.co/LAVWryOzKb,1,Fourth Ward,0828,00,,0
MaykupJunkee,"❤✌💯 @ Westside, Houston, Texas https://t.co/fzuk4WL442",5,Eldridge / West Oaks,0828,00,,0
joeyflames08,"Flooded expressways...... @ Houston, Texas https://t.co/RKVrnid57A",1,Fourth Ward,0828,00,flood,1
carteram92,I have no words. I'm completely heartbroken💔. I can't watch the news and not want to cry😢. I… https://t.co/QVR7hQvLHd,1,Fourth Ward,0828,00,,0
joeyflames08,George R. Brown Convention Center opening it's doors as a shelter.… https://t.co/8pac7d1pZP,1,Fourth Ward,0828,00,shelter,1
TotalTrafficHOU,High water affecting all main lanes in #EastSide on I-10 Baytown E Fwy Inbound between The E Lp and Wayside #traffic https://t.co/vuUN2yElDh,66,Brays Oaks,0828,00,water,1
TotalTrafficHOU,High water in exit ramp in #SeSide on 610 N Lp EB at The 45 Gulf Fwy #traffic https://t.co/vuUN2yElDh,1,Fourth Ward,0828,00,water,1
TotalTrafficHOU,High water affecting all main lanes on E Lp SB at The Port Of Houston #traffic https://t.co/vuUN2yElDh,80,Greater Third Ward,0828,00,water,1
TotalTrafficHOU,High water affecting all main lanes in #Eastside on 610 E Lp NB at Clinton #traffic https://t.co/vuUN2yElDh,1,Fourth Ward,0828,00,water,1
TotalTrafficHOU,High waters affecting all main lanes in #MeyerPark on 610 S Lp WB at S. Post Oak #traffic https://t.co/vuUN2yElDh,1,Fourth Ward,0828,00,,0
TotalTrafficHOU,High water affecting all lanes in #Harris on Beltway 8 N Frontage Rd WB between Hwy 59 and Hardy Toll Rd #traffic https://t.co/vuUN2yElDh,1,Fourth Ward,0828,00,water,1
sunniblush,house is officially flooded.  it's still raining too. #hurricaneharvey2017 #hurricaneharvey… https://t.co/xnCpizc582,1,Fourth Ward,0828,00,flood,1
