TotalTrafficHOU,High water affecting all main lanes in #Downtown on I-10 Katy Fwy WB at T.C. Jester #traffic https://t.co/vuUN2ymKeH,6,Washington Avenue Coalition / Memorial Park,0829,00,water,1,1
Patricio_Kelley,Could not say it better myself @ Houston Energy Corridor https://t.co/BSwxPil5e0,33,Golfcrest / Bellfort / Reveille,0829,00,,0,0
USGS_TexasFlood,"#USGS08068780 - Little Cypress Ck nr Cypress, TX Height: 159.46ft ▼ (156.5ft) Flow: 3500cfs https://t.co/FaouYzVbEt",5,Eldridge / West Oaks,0829,00,,0,0
pay2playrecords,"🙏🏻🙏🏻🙏🏻 @ Houston, Texas https://t.co/5DS29FsiP7",59,Fairbanks / Northwest Crossing,0829,00,,0,0
iamjamesewalker,"Untitled. AbstraMetrics, DailySketchChallenge - 073. #dailysketchchallenge #dailysketch… https://t.co/38HcfwKO4r",1,Fourth Ward,0829,00,,0,5
LivinProof3,We saved this pregnant woman that is in labor and her water broke.  Thank you Jesus! @ Hidden… https://t.co/vmUGzQbAIo,1,Fourth Ward,0829,00,water,1,5
13lvlylvndrldy,@13lvlylvndrldy #13lovelylavenderlady   #HurricaneHarvey #MidwivesRock  #GHMA #Houston #Texas @… https://t.co/dT8nJE1aZ8,1,Fourth Ward,0829,00,,0,5
Nineaux_,"Just posted a photo @ Houston, Texas https://t.co/MtdbzqDQaO",1,Fourth Ward,0829,00,,0,5
MrWiredUpOhBoy,🙏🏾🙏🏾🙏🏾🙏🏾  #Repost @JJWatt (get_repost) ・・・ $1 MILLION!!! New Goal: $1.5 Million.… https://t.co/IkP3RYbqtt,78,University Place,0829,00,,0,0
DSSPTCN,There comes at time when words can't describe. Thoughts and prayers are not enough. An immediate… https://t.co/rBA2dRt1XY,52,Medical Center Area,0829,00,,0,2
NASAfemme,#hurricaneharvey #WhiteOakBayou @ White Oak Bayou Trails https://t.co/LpvxVq1CgI,37,Greater Heights,0829,00,trail,1,1
MoFromPromo,Thank you!#houstonproud  #DigItHTown @ In My Zone https://t.co/SomJkkzmGX,80,Greater Third Ward,0829,00,,0,0
djbuddhaTX,"#take #pics & #expose #price #gouging #plz #share harveyrescuepage @ Houston, Texas https://t.co/3KNzjTrcjD",1,Fourth Ward,0829,00,,0,5
djbuddhaTX,"#baby in #need of #help & #formula 🙏🏽🚨🍼 @ Houston, Texas https://t.co/lxc6pFDbXE",1,Fourth Ward,0829,00,,0,5
PLZSAYDAPRINCE,NICKI MINAJ,2,Greater Uptown,0829,00,,0,0
amilimos,Houston Strong  You never really know how lucky you are until you… https://t.co/ESBZgeIhP8,1,Fourth Ward,0829,00,,0,5
USGS_TexasFlood,"#USGS08068780 - Little Cypress Ck nr Cypress, TX Height: 159.48ft ▼ (156.5ft) Flow: 3540cfs https://t.co/QZOBIf1n7Z",1,Fourth Ward,0829,00,,0,5
ericadeleon5,"#StopRainingAlready #HurricaneHarvey #HoustonStrong @ Cypress, Texas https://t.co/RId6Q1YoAp",3,Greater Inwood,0829,00,,0,0
KillaB_19,"Always and Forever 😎🤘🏽 @ Houston, Texas https://t.co/N635lvOPiD",1,Fourth Ward,0829,00,,0,5
BETO_NAJERA,#EnLasBuenasYEnLasMalas  Sigue la cobertura de #Harvey con @sybil_sanchez y simultáneamente por… https://t.co/MYvoQwJJEV,37,Greater Heights,0829,00,,0,1
USGS_TexasFlood,"#USGS08074000 - Buffalo Bayou at Houston, TX Height: 36.91ft ▼ (28ft) Flow: N/Acfs https://t.co/zcpgB5urg9",1,Fourth Ward,0829,00,,0,5
LopezHouse,"One of dem nights! #1800 #FUHarvey @ Houston, Texas https://t.co/SxLPLfFHat",66,Brays Oaks,0829,00,,0,0
TyBeezy11,💯💯💯✅ @ University of Houston https://t.co/AwJmAN5WDL,1,Fourth Ward,0829,00,,0,5
DjHyperAlteX,"Hey Fan's Lets Stop For A Moment And Pray For Those In Houston,Texas who were effected by… https://t.co/G8oFcyLE3e",1,Fourth Ward,0829,00,,0,5
DJMaliceon,#hurricaneharvey @ Hillary's of Houston https://t.co/oKkdMbrf99,1,Fourth Ward,0829,00,,0,5
USGS_TexasFlood,"#USGS08076000 - Greens Bayou nr Houston, TX Height: 60.16ft ▼ (55ft) Flow: 14100cfs https://t.co/IAdTLHkLMp",1,Fourth Ward,0829,00,,0,5
mesiahsworld,"See a person in need help a person in need , #Pray4Houston #Pray4Texas #Pray4BrazoriaCounty ...… https://t.co/hC3JP863fk",1,Fourth Ward,0829,00,help need,2,5
BLifeDTHouston,Firefighters contain spill from ruptured pipeline https://t.co/gVzZrzqZiv,1,Fourth Ward,0829,00,,0,5
