902757985046450180,AYE!  Ran across my baby again. 🤗.                         WBB #21… https://t.co/35NR7ubbp5,aye run across baby wbb,Wed Aug 30 00:00:50 CDT 2017,"29.7629,-95.3832",modeane,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward
902758101744537600,"#USGS08068780 - Little Cypress Ck nr Cypress, TX Height: 157.66ft ▼ (156.5ft) Flow: 1630cfs https://t.co/qjlUJlRJed",little cypress cypress height flow,Wed Aug 30 00:01:18 CDT 2017,"30.01605437,-95.6974463",USGS_TexasFlood,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
902758162125770756,Count me in #nrgcenter hopefully I can make it! If there is a will there is a… https://t.co/FKCEqoudC0,count hopefully make,Wed Aug 30 00:01:32 CDT 2017,"29.72418314,-95.61990397",TamekaRonne,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
902758362051432448,"#USGS08068325 - Willow Ck nr Tomball, TX Height: 129.06ft ▼ (127.9ft) Flow: 2560cfs https://t.co/z8l29EGuJ1",willow tomball height flow,Wed Aug 30 00:02:20 CDT 2017,"30.10549526,-95.5466084",USGS_TexasFlood,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",5,Eldridge / West Oaks
902758416468381696,Mandatory Curfew for Houston... - #hurricaneharvey #houston #houstoncurfew #curfew… https://t.co/YcnbZQraWI,mandatory curfew houston,Wed Aug 30 00:02:33 CDT 2017,"29.7629,-95.3832",NkeiruSpeaks,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
902758769393795072,Please donate and please help Texans in need. #redcross #bestfriends #houstonhumanesociety… https://t.co/WOEzABOhHa,please donate please help texan need,Wed Aug 30 00:03:57 CDT 2017,"29.7629,-95.3832",lorabooh,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
902759940586123266,Astros third baseman J.D. Davis makes impressive appearance on mound https://t.co/boAJilp1JK https://t.co/22jrNsgnGn,astros third baseman davis make impressive appearance mound,Wed Aug 30 00:08:36 CDT 2017,"29.7285434,-95.457392",JohnnyNewsroom,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward
902760261421027329,"Just posted a photo @ Houston, Texas https://t.co/eXWZRanqVl",post photo texas,Wed Aug 30 00:09:53 CDT 2017,"29.7629,-95.3832",On1yAdam,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
902760351955132417,"Heard a few times tdy.Wrkd all day sore, exhausted.Emotional toll continues.I look at amount of wrk Ieft-it's like I didnt get anything done",hear times tdywrkd day sore exhaustedemotional toll continuesi look amount wrk ieftits like didnt get anything,Wed Aug 30 00:10:15 CDT 2017,"29.6782478,-95.4488012",uosrabbi,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward
902760719522856961,💈https://t.co/P10dYAdnMo 💈book your appointments. Walk ins Welcomed call:… https://t.co/1yT2q8xiHw,book appointment walk ins welcome call,Wed Aug 30 00:11:42 CDT 2017,"29.7873211,-95.7411387",Moe_Better_Cuts,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
902760735863922688,😌😆💁🏽🙏🏾💜👏🏾🙌🏾✊️👊💪👁✨🌀🔥🔥🔥🛶⛵️🚤 #YYYAAASSS YA'LL!!! LOOK AT #GOD!!!👀 WON'T GOD DO IT!!! #UROCK… https://t.co/90IiejlQRB,yall look wont god,Wed Aug 30 00:11:46 CDT 2017,"29.7629,-95.3832",ameliaison,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",21,Greenway / Upper Kirby Area
902760815677374464,Crates and crates and crates of cots #houstonstrong #harvey #hurricaneharvey #houstonrecovery… https://t.co/VQY4RXTtzG,crate crate crate cot,Wed Aug 30 00:12:05 CDT 2017,"29.75217779,-95.35790357",heightslife,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
902760951161786368,GlobalGiving's Hurricane Harvey Relief Fund globalgiving. Texas hang… https://t.co/IbfZGycD5n,globalgivings hurricane harvey relief fund globalgiving texas hang,Wed Aug 30 00:12:37 CDT 2017,"29.7629,-95.3832",IAmDjKc913,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward
902760974251433985,"Driving home tonight just before the mandatory curfew, there was absolutely no one else on I-59.… https://t.co/UcumfyqqcC",driving home tonight mandatory curfew absolutely one else,Wed Aug 30 00:12:43 CDT 2017,"29.7629,-95.3832",JanJohnsonPhoto,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
902761463798013955,Medical professionals gathered around to find solutions for some of the most vulnerable… https://t.co/Q2ZJz3X16r,medical professional gather around find solution vulnerable,Wed Aug 30 00:14:40 CDT 2017,"29.75217779,-95.35790357",heightslife,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",45,Willow Meadows / Willowbend Area
902762048983109632,The sun shined for the first time in 5 days but it feels so much longer than that.… https://t.co/fAaT5snVQK,sun shine first time days feel much longer,Wed Aug 30 00:16:59 CDT 2017,"29.7629,-95.3832",MTZLER,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
