902757985046450180,AYE!  Ran across my baby again. 🤗.                         WBB #21… https://t.co/35NR7ubbp5,aye run across baby wbb,Wed Aug 30 00:00:50 CDT 2017,"29.7629,-95.3832",modeane,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward,,0
902758362051432448,"#USGS08068325 - Willow Ck nr Tomball, TX Height: 129.06ft ▼ (127.9ft) Flow: 2560cfs https://t.co/z8l29EGuJ1",willow tomball height flow,Wed Aug 30 00:02:20 CDT 2017,"30.10549526,-95.5466084",USGS_TexasFlood,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",5,Eldridge / West Oaks,,0
902759940586123266,Astros third baseman J.D. Davis makes impressive appearance on mound https://t.co/boAJilp1JK https://t.co/22jrNsgnGn,astros third baseman davis make impressive appearance mound,Wed Aug 30 00:08:36 CDT 2017,"29.7285434,-95.457392",JohnnyNewsroom,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward,,0
902760351955132417,"Heard a few times tdy.Wrkd all day sore, exhausted.Emotional toll continues.I look at amount of wrk Ieft-it's like I didnt get anything done",hear times tdywrkd day sore exhaustedemotional toll continuesi look amount wrk ieftits like didnt get anything,Wed Aug 30 00:10:15 CDT 2017,"29.6782478,-95.4488012",uosrabbi,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward,,0
902760735863922688,😌😆💁🏽🙏🏾💜👏🏾🙌🏾✊️👊💪👁✨🌀🔥🔥🔥🛶⛵️🚤 #YYYAAASSS YA'LL!!! LOOK AT #GOD!!!👀 WON'T GOD DO IT!!! #UROCK… https://t.co/90IiejlQRB,yall look wont god,Wed Aug 30 00:11:46 CDT 2017,"29.7629,-95.3832",ameliaison,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",21,Greenway / Upper Kirby Area,,0
902760951161786368,GlobalGiving's Hurricane Harvey Relief Fund globalgiving. Texas hang… https://t.co/IbfZGycD5n,globalgivings hurricane harvey relief fund globalgiving texas hang,Wed Aug 30 00:12:37 CDT 2017,"29.7629,-95.3832",IAmDjKc913,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward,relief fund,2
902761463798013955,Medical professionals gathered around to find solutions for some of the most vulnerable… https://t.co/Q2ZJz3X16r,medical professional gather around find solution vulnerable,Wed Aug 30 00:14:40 CDT 2017,"29.75217779,-95.35790357",heightslife,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",45,Willow Meadows / Willowbend Area,,0
902762333616963584,"Join the Standard Chartered Bank team! See our latest #job opening here: https://t.co/DtHLlBcCSP #Finance #Banking #Houston, TX #Hiring",join standard charter bank team see latest opening,Wed Aug 30 00:18:07 CDT 2017,"29.7604267,-95.3698028",StanChartJobs,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward,,0
902762492581044224,He will be lucky to make the roster come Oct 31st... Never has anyone came back the same from a torn achilles!!! https://t.co/YlBQbov8Vh,lucky make roster come oct never anyone come back tear achilles,Wed Aug 30 00:18:45 CDT 2017,"29.71171171,-95.17995425",SWHTown30,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",30,Downtown,,0
902763068341530624,"NRG needs volunteers tomorrow at 10 AM. They're expecting 10,000… https://t.co/3Pfmx60VQG",nrg need volunteer tomorrow theyre expect,Wed Aug 30 00:21:02 CDT 2017,"29.68472222,-95.41083333",Rodri180,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward,need volunteer,2
902763467547037696,"#Repost bigtho ・・・ Shelter @ Houston, Texas https://t.co/R0tlGTF9HX",bigtho shelter texas,Wed Aug 30 00:22:37 CDT 2017,"29.7629,-95.3832",DjRed_ScrewedUp,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward,shelter,1
902764374045192193,ATTENTION‼️ Local Artist and Dj looking to perform and support at… https://t.co/N4FEQd47WB,attention local artist looking perform support,Wed Aug 30 00:26:13 CDT 2017,"29.7253,-95.37814",El_Colombiano24,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",30,Downtown,support,1
902764743563370498,Tomorrow we will be organizing a charity and donation drive at the studio. Details will be… https://t.co/N6wntsqf7Z,tomorrow organize charity donation drive studio details,Wed Aug 30 00:27:42 CDT 2017,"29.95552339,-95.58564303",Mr_Inkaholik,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward,donation,1
902765323442585600,"#USGS08068780 - Little Cypress Ck nr Cypress, TX Height: 157.59ft ▼ (156.5ft) Flow: 1600cfs https://t.co/Hhc2aKaVyV",little cypress cypress height flow,Wed Aug 30 00:30:00 CDT 2017,"30.01605437,-95.6974463",USGS_TexasFlood,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward,,0
902765719636647936,"Want to work in #Houston, TX? View our latest opening: https://t.co/4hrKEgzUhf #leadership #Job #Jobs #Hiring",want work view latest opening,Wed Aug 30 00:31:34 CDT 2017,"29.6305783,-95.2956777",SEFLCareers,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",30,Downtown,,0
902766577380143105,"It's devastating to see all the flooding in Huston, I send my prayers out to everyone effected… https://t.co/MuySZdi3Lt",devastate see flooding huston send prayer everyone effect,Wed Aug 30 00:34:59 CDT 2017,"29.7629,-95.3832",jacobjudemiller,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward,,0
902767405671342082,Just posted a photo @ Kia's Venue & Events https://t.co/gZY16BrpW4,post photo venue event,Wed Aug 30 00:38:16 CDT 2017,"29.88866,-95.3003899",CRITICAL5656,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",75,Astrodome Area,,0
902767472515973120,#KINGBRAY_247365 @ Kia's Venue & Events https://t.co/L0woTtP9qW,venue event,Wed Aug 30 00:38:32 CDT 2017,"29.88866,-95.3003899",CRITICAL5656,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward,,0
902767510717648900,Just posted a photo @ Blue Steel Lounge https://t.co/fh2XsM4vAl,post photo steel lounge,Wed Aug 30 00:38:41 CDT 2017,"29.8886604,-95.3003922",CRITICAL5656,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward,,0
902767586760429572,Just posted a photo @ Blue Steel Lounge https://t.co/dW9sa8LJJX,post photo steel lounge,Wed Aug 30 00:38:59 CDT 2017,"29.8886604,-95.3003922",CRITICAL5656,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",57,East Little York / Homestead,,0
902767679412609025,Just posted a photo @ Blue Steel Lounge https://t.co/UbBf6X7Itz,post photo steel lounge,Wed Aug 30 00:39:22 CDT 2017,"29.8886604,-95.3003922",CRITICAL5656,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",20,Museum Park,,0
902768480637911040,Look at all these amazing people driving to #houston with their boats to help rescue the… https://t.co/ypm6b6fuuT,look amaze people driving boat help rescue,Wed Aug 30 00:42:33 CDT 2017,"29.7629,-95.3832",jonpera,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward,help people rescue boat,4
